timestamp,miner_name,miner_ip,status,hashrate_gh,hashrate_th,expected_hashrate_gh,expected_hashrate_th,hashrate_efficiency_pct,power_w,efficiency_jth,temperature_c,vr_temperature_c,fan_speed_rpm,core_voltage_actual_v,core_voltage_set_v,input_voltage_v,frequency_mhz,best_diff,session_diff,accepted_shares,rejected_shares,uptime_s,wifi_rssi,pool_url,worker_name,asic_model,board_version,firmware_version
2025-06-18T15:38:54.547598,Gamma-1,192.168.1.45,ONLINE,1116.1159178192445,1.1161159178192446,1000.0,1.0,111.61159178192446,14.696044921875,13.167131376989312,59.75,52,3827,0.999,1.02,5.1328125,500,0,0,2386,13,9679,-71,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:38:54.548603,Gamma-2,192.168.1.46,ONLINE,1035.149317064388,1.035149317064388,1010.0,1.01,102.49003139251367,14.99755859375,14.488304582262627,59.875,52,3286,0.99,1.02,5.1015625,505,0,0,1780,12,7653,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:38:54.549601,Gamma-3,192.168.1.47,ONLINE,1079.872202371101,1.079872202371101,1000.0,1.0,107.9872202371101,13.601715087890625,12.595671097028905,59.625,55,2407,0.992,1.02,5.15625,500,0,0,1736,12,8212,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:39:24.557511,Gamma-1,192.168.1.45,ONLINE,1104.981088436134,1.1049810884361342,1000.0,1.0,110.49810884361342,14.696044921875,13.299815784787889,59.875,52,3927,0.996,1.02,5.140625,500,0,0,2394,13,9709,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:39:24.558516,Gamma-2,192.168.1.46,ONLINE,994.6746872317905,0.9946746872317904,1010.0,1.01,98.48264230017728,14.99755859375,15.077852876188754,60.125,52,3573,0.99,1.02,5.09375,505,0,0,1782,12,7683,-74,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:39:24.559525,Gamma-3,192.168.1.47,ONLINE,991.5123221876513,0.9915123221876513,1000.0,1.0,99.15123221876513,13.569915771484375,13.686078798843374,59.875,54,2203,1.0,1.02,5.1484375,500,0,0,1742,12,8242,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:39:54.566492,Gamma-1,192.168.1.45,ONLINE,1168.0292599585548,1.1680292599585549,1000.0,1.0,116.80292599585549,14.696044921875,12.581915047570348,60,52,3827,1.0,1.02,5.140625,500,0,0,2404,13,9739,-71,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:39:54.566492,Gamma-2,192.168.1.46,ONLINE,1044.776709223856,1.044776709223856,1010.0,1.01,103.44323853701545,14.93408203125,14.294041874597525,59.75,52,3216,0.987,1.02,5.1015625,505,0,0,1790,12,7713,-74,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:39:54.568495,Gamma-3,192.168.1.47,ONLINE,961.5134541186162,0.9615134541186162,1010.0,1.01,95.1993518929323,13.665313720703125,14.21229589889578,60,54,2352,0.992,1.02,5.1484375,505,0,0,1744,12,8272,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:40:24.570388,Gamma-1,192.168.1.45,ONLINE,1092.7593060870872,1.0927593060870873,1000.0,1.0,109.27593060870873,14.696044921875,13.448565333658024,60.25,52,3985,0.996,1.02,5.140625,500,0,0,2411,13,9769,-71,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:40:24.571390,Gamma-2,192.168.1.46,ONLINE,1064.7912572430953,1.0647912572430953,1010.0,1.01,105.4248769547619,14.99755859375,14.084975333645145,60,52,3377,0.988,1.02,5.1015625,505,0,0,1800,12,7743,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:40:24.572388,Gamma-3,192.168.1.47,ONLINE,924.1800110919527,0.9241800110919527,1010.0,1.01,91.50297139524284,13.697113037109375,14.820828055917085,59.875,54,2553,0.996,1.02,5.15625,505,0,0,1751,12,8302,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:40:54.585325,Gamma-1,192.168.1.45,ONLINE,1058.8494499442654,1.0588494499442653,1000.0,1.0,105.88494499442653,14.696044921875,13.87925821054972,60,52,3882,1.0,1.02,5.140625,500,0,0,2415,13,9799,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:40:54.585325,Gamma-2,192.168.1.46,ONLINE,1086.94115303058,1.08694115303058,1010.0,1.01,107.61793594362177,14.90234375,13.710350103544878,59.875,52,3294,0.986,1.02,5.1015625,505,0,0,1808,12,7773,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:40:54.587837,Gamma-3,192.168.1.47,ONLINE,862.0743600222638,0.8620743600222638,1010.0,1.01,85.35389703190731,13.665313720703125,15.851664722229074,59.625,54,2460,0.992,1.02,5.1484375,505,0,0,1759,12,8332,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:41:24.590330,Gamma-1,192.168.1.45,ONLINE,997.1806135374218,0.9971806135374218,1010.0,1.01,98.73075381558631,14.791259765625,14.833079950435598,60.125,52,4020,0.995,1.02,5.1328125,505,0,0,2422,13,9829,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:41:24.590330,Gamma-2,192.168.1.46,ONLINE,1103.8767868896548,1.1038767868896548,1010.0,1.01,109.29473137521335,14.93408203125,13.528758108347496,60,52,3554,0.988,1.02,5.1015625,505,0,0,1814,12,7803,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:41:24.591840,Gamma-3,192.168.1.47,ONLINE,855.5648241101908,0.8555648241101907,1010.0,1.01,84.70938852576147,13.633514404296875,15.93510394548546,60,54,2304,0.992,1.02,5.1484375,505,0,0,1765,12,8362,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:41:54.602727,Gamma-1,192.168.1.45,ONLINE,968.4579930497026,0.9684579930497026,1010.0,1.01,95.88693000492106,14.791259765625,15.273000865062706,60,52,3837,1.0,1.02,5.1328125,505,0,0,2427,13,9859,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:41:54.603731,Gamma-2,192.168.1.46,ONLINE,1127.9616630255814,1.1279616630255813,1010.0,1.01,111.67937257679024,14.99755859375,13.296159865505878,60.125,52,3527,0.987,1.02,5.1015625,505,0,0,1820,12,7833,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:41:54.606727,Gamma-3,192.168.1.47,ONLINE,909.382254498032,0.909382254498032,1010.0,1.01,90.03784698000317,13.633514404296875,14.992061189738532,60.125,54,2469,0.998,1.02,5.15625,505,0,0,1771,12,8392,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:42:24.617706,Gamma-1,192.168.1.45,ONLINE,922.8791344539266,0.9228791344539266,1010.0,1.01,91.37417172811155,14.759521484375,15.992908424685863,59.875,52,3631,0.996,1.02,5.140625,505,0,0,2433,13,9889,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:42:24.618709,Gamma-2,192.168.1.46,ONLINE,1147.4390939558973,1.1474390939558974,1010.0,1.01,113.6078310847423,14.9658203125,13.042801479688142,60.125,52,3545,0.988,1.02,5.1015625,505,0,0,1825,12,7863,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:42:24.619706,Gamma-3,192.168.1.47,ONLINE,900.699569711584,0.9006995697115839,1010.0,1.01,89.17817521896872,13.697113037109375,15.207193938701863,60.125,54,2664,0.998,1.02,5.1484375,505,0,0,1777,12,8423,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:42:54.629694,Gamma-1,192.168.1.45,ONLINE,928.8545058901127,0.9288545058901128,1010.0,1.01,91.96579266238739,14.759521484375,15.890025177012072,59.75,52,3893,1.0,1.02,5.1328125,505,0,0,2439,13,9919,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:42:54.629694,Gamma-2,192.168.1.46,ONLINE,1060.5998043521163,1.0605998043521163,1010.0,1.01,105.0098816190214,14.93408203125,14.080788974284898,59.75,52,3270,0.987,1.02,5.1015625,505,0,0,1831,12,7893,-74,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:42:54.631694,Gamma-3,192.168.1.47,ONLINE,889.3900237122474,0.8893900237122474,1010.0,1.01,88.05841818933142,13.665313720703125,15.364815611114153,59.875,54,2622,0.992,1.02,5.15625,505,0,0,1782,12,8453,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:43:24.643588,Gamma-1,192.168.1.45,ONLINE,887.0625138728153,0.8870625138728153,1010.0,1.01,87.82797167057578,14.759521484375,16.63864863360823,60,52,4131,0.996,1.02,5.140625,505,0,0,2448,13,9949,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:43:24.643588,Gamma-2,192.168.1.46,ONLINE,989.2318943657795,0.9892318943657794,1010.0,1.01,97.94375191740392,14.99755859375,15.160811816894864,60,52,3318,0.995,1.02,5.09375,505,0,0,1831,12,7923,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:43:24.643588,Gamma-3,192.168.1.47,ONLINE,857.9589507941398,0.8579589507941399,1010.0,1.01,84.94643077169701,13.633514404296875,15.890637182207245,60.125,54,2174,0.992,1.02,5.15625,505,0,0,1786,12,8483,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:43:54.657196,Gamma-1,192.168.1.45,ONLINE,1012.4742730940086,1.0124742730940086,1010.0,1.01,100.24497753406025,14.791259765625,14.609022825266026,60.125,52,3915,0.991,1.02,5.140625,505,0,0,2452,13,9979,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:43:54.657196,Gamma-2,192.168.1.46,ONLINE,947.1881187396996,0.9471881187396995,1020.0,1.02,92.861580268598,15.029296875,15.867277658631885,60,52,3508,0.992,1.02,5.1015625,510,0,0,1839,12,7953,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:43:54.657196,Gamma-3,192.168.1.47,ONLINE,888.1346627458518,0.8881346627458517,1010.0,1.01,87.93412502434175,13.697113037109375,15.42233808864291,60.125,54,2524,0.991,1.02,5.1484375,505,0,0,1795,12,8513,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:44:24.671982,Gamma-1,192.168.1.45,ONLINE,1034.1891770076122,1.0341891770076121,1010.0,1.01,102.39496802055565,14.822998046875,14.332965744009034,60,52,4169,0.999,1.02,5.1328125,505,0,0,2458,13,10009,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:44:24.671982,Gamma-2,192.168.1.46,ONLINE,956.9240282280286,0.9569240282280287,1020.0,1.02,93.81608119882634,15.06103515625,15.739008230506105,60,52,3368,0.99,1.02,5.09375,510,0,0,1846,12,7983,-77,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:44:24.671982,Gamma-3,192.168.1.47,ONLINE,953.784631079384,0.9537846310793839,1010.0,1.01,94.43412188904792,13.697113037109375,14.360802838276557,59.75,54,2562,0.992,1.02,5.1484375,505,0,0,1800,12,8543,-80,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:44:54.673122,Gamma-1,192.168.1.45,ONLINE,1146.7496402190852,1.1467496402190853,1010.0,1.01,113.5395683385233,14.791259765625,12.8984211085509,60,52,4106,0.995,1.02,5.1328125,505,0,0,2465,13,10039,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:44:54.673122,Gamma-2,192.168.1.46,ONLINE,1091.8952234546182,1.0918952234546182,1020.0,1.02,107.04855131908022,15.06103515625,13.793480210123818,59.875,52,3583,0.988,1.02,5.09375,510,0,0,1853,12,8013,-74,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:44:54.673122,Gamma-3,192.168.1.47,ONLINE,991.2960370963905,0.9912960370963905,1020.0,1.02,97.1858859898422,13.728912353515625,13.849457517987302,60,54,2515,0.998,1.02,5.1484375,510,0,0,1805,12,8573,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:45:24.688736,Gamma-1,192.168.1.45,ONLINE,1109.131253209749,1.109131253209749,1010.0,1.01,109.81497556532169,14.791259765625,13.335896651383791,60,52,4069,0.996,1.02,5.1328125,505,0,0,2473,13,10069,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:45:24.688736,Gamma-2,192.168.1.46,ONLINE,1118.5467683713673,1.1185467683713672,1020.0,1.02,109.66144787954582,15.029296875,13.436449239295593,60,52,3231,0.99,1.02,5.09375,510,0,0,1859,12,8043,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:45:24.688736,Gamma-3,192.168.1.47,ONLINE,1066.8091581779445,1.0668091581779444,1020.0,1.02,104.58913315470045,13.697113037109375,12.839328320449878,59.75,54,2373,0.996,1.02,5.1484375,510,0,0,1816,12,8603,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:45:54.701795,Gamma-1,192.168.1.45,ONLINE,1136.8010100555966,1.1368010100555965,1010.0,1.01,112.55455545104918,14.822998046875,13.039219631015339,60,52,3752,0.995,1.02,5.1328125,505,0,0,2482,13,10099,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:45:54.701795,Gamma-2,192.168.1.46,ONLINE,1047.1882316959031,1.0471882316959031,1020.0,1.02,102.66551291136305,15.010009765625,14.3336310620265,59.75,52,3463,0.99,1.02,5.09375,510,0,0,1864,12,8073,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:45:54.701795,Gamma-3,192.168.1.47,ONLINE,1029.6462520890434,1.0296462520890435,1020.0,1.02,100.9457109891219,13.760711669921875,13.364504209093992,60.25,54,2627,0.998,1.02,5.1484375,510,0,0,1821,12,8633,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:46:24.707531,Gamma-1,192.168.1.45,ONLINE,1231.0289282348706,1.2310289282348705,1010.0,1.01,121.88405230048222,14.822998046875,12.041145180990329,60.125,52,4157,0.992,1.02,5.1328125,505,0,0,2490,13,10129,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:46:24.707531,Gamma-2,192.168.1.46,ONLINE,998.571973190383,0.998571973190383,1020.0,1.02,97.89921305788069,15.010009765625,15.03147511507742,60.25,52,3394,0.988,1.02,5.09375,510,0,0,1870,12,8103,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:46:24.707531,Gamma-3,192.168.1.47,ONLINE,968.665871604166,0.968665871604166,1020.0,1.02,94.96724231413393,13.728912353515625,14.173011309647736,60,54,2567,0.996,1.02,5.15625,510,0,0,1825,12,8663,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:46:54.716799,Gamma-1,192.168.1.45,ONLINE,1370.6304894109667,1.3706304894109667,1010.0,1.01,135.70598905059077,14.791259765625,10.791573571358096,60.25,52,3938,0.996,1.02,5.140625,505,0,0,2503,13,10159,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:46:54.716799,Gamma-2,192.168.1.46,ONLINE,930.1736375439486,0.9301736375439487,1020.0,1.02,91.19349387685772,15.029296875,16.15751755197416,60,52,3262,0.99,1.02,5.1015625,510,0,0,1873,12,8133,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:46:54.716799,Gamma-3,192.168.1.47,ONLINE,917.8985018719856,0.9178985018719855,1020.0,1.02,89.99004920313584,13.760711669921875,14.991539524095453,59.625,54,2473,0.996,1.02,5.1484375,510,0,0,1829,12,8693,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:47:24.727511,Gamma-1,192.168.1.45,ONLINE,1342.3789967994035,1.3423789967994035,1010.0,1.01,132.90881156429737,14.759521484375,10.995047985379474,59.875,52,3742,0.991,1.02,5.140625,505,0,0,2509,13,10189,-73,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:47:24.727511,Gamma-2,192.168.1.46,ONLINE,837.0379417477264,0.8370379417477265,1020.0,1.02,82.06254330860064,15.0927734375,18.031170016004825,60,52,3631,0.991,1.02,5.09375,510,0,0,1877,12,8163,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:47:24.727511,Gamma-3,192.168.1.47,ONLINE,913.4401037432493,0.9134401037432494,1020.0,1.02,89.55295134737739,13.760711669921875,15.064711537769037,60,54,2524,0.992,1.02,5.1484375,510,0,0,1838,12,8723,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:47:54.740176,Gamma-1,192.168.1.45,ONLINE,1295.5474465480363,1.2955474465480363,1010.0,1.01,128.27202441069667,14.727783203125,11.367999869373309,60.25,51,3882,0.996,1.02,5.1328125,505,0,0,2512,13,10219,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:47:54.740176,Gamma-2,192.168.1.46,ONLINE,842.5135299908222,0.8425135299908222,1020.0,1.02,82.59936568537472,15.06103515625,17.876312510273948,60.125,52,3368,0.988,1.02,5.09375,510,0,0,1885,12,8193,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:47:54.740176,Gamma-3,192.168.1.47,ONLINE,939.5564968510334,0.9395564968510335,1020.0,1.02,92.11338204421897,13.760711669921875,14.645965108049946,60,54,2332,0.996,1.02,5.1484375,510,0,0,1847,12,8753,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
2025-06-18T15:48:24.749990,Gamma-1,192.168.1.45,ONLINE,1147.6307858325406,1.1476307858325405,1010.0,1.01,113.62681047846937,14.791259765625,12.888517760435283,59.75,52,3837,0.999,1.02,5.1328125,505,0,0,2516,13,10249,-72,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe1,BM1370,601,v2.8.0
2025-06-18T15:48:24.749990,Gamma-2,192.168.1.46,ONLINE,945.658935676995,0.945658935676995,1020.0,1.02,92.71166036048972,14.99755859375,15.859373848155185,60,52,3200,0.988,1.02,5.1015625,510,0,0,1891,12,8223,-75,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe2,BM1370,601,v2.8.0
2025-06-18T15:48:24.749990,Gamma-3,192.168.1.47,ONLINE,878.9777961789723,0.8789777961789723,1020.0,1.02,86.1742937430365,13.697113037109375,15.583002320027262,59.875,54,2519,0.996,1.02,5.1484375,510,0,0,1850,12,8783,-76,taborsky.de,3Aas8yBKTY3wA5dAknm62bNMbvR1qd4wgM.bitaxe3,BM1370,601,v2.8.0
